%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Not Used, Digital Channel 0 (D11), Digital Channel 1 (D12), Digital Channel 2 (D13), Digital Channel 3 (D17), Not Used, Digital Channel 4 (D18), Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Marker Channel, Timestamp (Formatted)
222.0, -43436.05559302039, -38818.431057742964, -29576.74468478497, -71582.78037104373, -28360.18393757152, -28358.574611970736, -52188.77520427408, -98901.66358967587, -187500.02235174447, -187500.02235174447, -47183.88434456401, -45732.42911486973, -78310.11901022423, -48382.49664097984, -87718.14706541861, -31329.43437450342, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750527423250108E9, 0.0, 2025-06-21 19:37:03.250
224.0, -43454.965168829585, -38825.36009852411, -29582.15380694316, -71598.87362705155, -28358.619315459648, -28287.40665762504, -52210.814024307016, -98915.7004851938, -187500.02235174447, -187500.02235174447, -47221.032943848724, -45765.64380713032, -78308.77790555691, -48422.7297809994, -87687.59223074821, -31370.561584301187, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750527423250753E9, 0.0, 2025-06-21 19:37:03.250
0.0, -21600.591731142013, -19137.518899144998, -14679.754040211921, -35740.41703229154, -13905.84724019137, -14069.59612007095, -26029.43343274992, -49386.84992633462, -93750.01117587223, -93750.01117587223, -23605.409098316326, -22880.743191330814, -39151.71791931605, -24212.03544283336, -43843.170266529356, -15685.716651167471, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750527423348669E9, 0.0, 2025-06-21 19:37:03.348
2.0, -43207.93368910953, -38278.81524310294, -29368.560536928242, -71489.70770713183, -27814.39904146183, -28158.794720029204, -52064.47715335812, -98786.8203266645, -187500.02235174447, -187500.02235174447, -46964.546676224076, -45680.6848264557, -77833.75863239272, -48233.58931941859, -87497.06596101118, -31238.1722018924, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750527423355612E9, 0.0, 2025-06-21 19:37:03.355
4.0, -43213.40986650108, -38279.374036714325, -29363.911374081537, -71490.06533504312, -27800.317442454987, -28105.262292058742, -52061.4373161122, -98780.38302426136, -187500.02235174447, -187500.02235174447, -46977.95772289726, -45698.05213189747, -77832.05989981412, -48255.18110456242, -87466.4440711074, -31260.501594603254, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.75052742336264E9, 0.0, 2025-06-21 19:37:03.362
6.0, -43202.68102916253, -38286.2360222621, -29359.753949612852, -71476.65428836993, -27814.086117039456, -28169.657667834483, -52053.033060197005, -98772.38109974636, -187500.02235174447, -187500.02235174447, -46961.73035642271, -45670.98416936209, -77816.03369903966, -48225.922671070424, -87454.01650119026, -31231.019643666703, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.75052742337063E9, 0.0, 2025-06-21 19:37:03.370
8.0, -43215.13095082414, -38299.53531021301, -29359.798653101763, -71487.0702012861, -27812.83441934996, -28148.46821409085, -52064.03011846902, -98794.86695466841, -187500.02235174447, -187500.02235174447, -46970.17931582681, -45684.082291612904, -77835.32325450459, -48235.69038339739, -87488.79581556271, -31240.161507148925, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.75052742337867E9, 0.0, 2025-06-21 19:37:03.378
10.0, -43225.36804978467, -38298.14950205678, -29373.09794105267, -71498.06725955811, -27819.092907797447, -28138.924019208436, -52071.16032495026, -98790.79893717753, -187500.02235174447, -187500.02235174447, -46982.808051444066, -45702.79070172199, -77834.56329519312, -48259.629101709026, -87458.59860880359, -31263.921411504914, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750527423387673E9, 0.0, 2025-06-21 19:37:03.387
12.0, -43189.35938946717, -38266.74530109707, -29343.146603482557, -71455.62129683749, -27790.326212683467, -28157.2971531507, -52033.92231868772, -98754.63381464886, -187500.02235174447, -187500.02235174447, -46963.853772145965, -45677.35441653185, -77832.68574865887, -48215.864386065536, -87480.1456904585, -31218.41325979391, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750527423394706E9, 0.0, 2025-06-21 19:37:03.394
14.0, -43215.95796536899, -38289.29821125248, -29356.982333300395, -71489.79711410965, -27803.424334934276, -28111.163152594945, -52067.785211537506, -98778.72899517167, -187500.02235174447, -187500.02235174447, -46963.67495819032, -45664.792736147974, -77805.68484135687, -48218.94892680037, -87433.49759978028, -31220.916655172907, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750527423402747E9, 0.0, 2025-06-21 19:37:03.402
