%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Not Used, Digital Channel 0 (D11), Digital Channel 1 (D12), Digital Channel 2 (D13), Digital Channel 3 (D17), Not Used, Digital Channel 4 (D18), Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Marker Channel, Timestamp (Formatted)
10.0, -44072.99090301882, -37478.66749509186, -29857.3484846769, -73714.71210893537, -27380.909309495608, -27732.032863144024, -52662.632186726594, -101675.26920739046, -187500.02235174447, -187500.02235174447, -48654.942054145584, -47103.44041626935, -77567.32583848547, -49146.65808041788, -88918.7933705799, -31872.604116511837, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750529661475343E9, 0.0, 2025-06-21 20:14:21.475
12.0, -44111.92764185997, -37511.50220769671, -29872.190042995222, -73749.42436807447, -27386.072562464782, -27698.72876390562, -52688.47080331693, -101695.8998675227, -187500.02235174447, -187500.02235174447, -48658.85360942526, -47102.27812555768, -77561.76025411609, -49153.20714154329, -88901.40371339367, -31879.823729970904, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750529661476713E9, 0.0, 2025-06-21 20:14:21.476
0.0, -22459.949250215202, -19135.350779932833, -15270.443590932322, -37192.07342768591, -13950.215452935154, -14314.705349767846, -26693.034373883533, -51184.44427066377, -93750.01117587223, -93750.01117587223, -24340.826194384837, -23566.695876919734, -38791.519557418775, -24594.496142208118, -44449.617797090745, -15957.647974210737, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750529661562368E9, 0.0, 2025-06-21 20:14:21.562
2.0, -44910.063732870076, -38256.217629458624, -30543.211763287996, -74383.05161989351, -27896.117019190435, -28632.29407457043, -53394.249486237706, -102371.30252972872, -187500.02235174447, -187500.02235174447, -49396.86350785059, -47826.63110812082, -78201.713049616, -49818.14918734422, -89482.39260702046, -32616.269006284358, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750529661569398E9, 0.0, 2025-06-21 20:14:21.569
4.0, -44893.43403499533, -38243.14185895227, -30523.430469445047, -74365.05846560698, -27894.306527889556, -28663.92179297469, -53393.1542507594, -102359.8137330787, -187500.02235174447, -187500.02235174447, -49388.88393508005, -47815.94697427118, -78203.09885777222, -49799.68664642413, -89548.64317758598, -32596.510064185866, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750529661578435E9, 0.0, 2025-06-21 20:14:21.578
6.0, -44914.91406141687, -38264.957161540646, -30547.10096682322, -74393.22166362067, -27897.56988258003, -28606.81308589138, -53391.47786992525, -102380.93613158895, -187500.02235174447, -187500.02235174447, -49380.83730707614, -47817.645706849784, -78194.8063605793, -49802.34650401432, -89511.74044749027, -32599.326383987238, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750529661586498E9, 0.0, 2025-06-21 20:14:21.586
8.0, -44873.87625859693, -38228.70263203414, -30500.676393589547, -74346.17124154225, -27866.61271650943, -28670.62731631128, -53372.12125922695, -102349.53193062925, -187500.02235174447, -187500.02235174447, -49381.01612103178, -47819.34443942839, -78194.8063605793, -49806.794501160926, -89501.01161015173, -32604.89196835661, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750529661593505E9, 0.0, 2025-06-21 20:14:21.593
10.0, -44863.572104403036, -38219.49371331855, -30483.04086721431, -74329.67565413423, -27848.351341289443, -28627.242580323527, -53346.81908450354, -102335.45033162241, -187500.02235174447, -187500.02235174447, -49338.883082733526, -47770.86350570482, -78151.35456935818, -49742.533235851915, -89496.0271711382, -32543.089394937684, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750529661601526E9, 0.0, 2025-06-21 20:14:21.601
12.0, -44891.176508805336, -38238.20212342765, -30510.868789061165, -74356.36363701387, -27874.100550901956, -28622.973397132566, -53373.26119819417, -102367.16745700449, -187500.02235174447, -187500.02235174447, -49364.65464409049, -47797.39502637328, -78170.5547178453, -49788.44371896311, -89451.65895839442, -32588.8434158377, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750529661610571E9, 0.0, 2025-06-21 20:14:21.610
14.0, -44859.504086912166, -38207.51317829051, -30473.921355476545, -74316.66693886125, -27865.629239753394, -28657.305676615917, -53346.19323565879, -102336.94789850092, -187500.02235174447, -187500.02235174447, -49340.35829786758, -47770.19295337117, -78152.53921181432, -49755.51959938045, -89499.06700838411, -32555.181688688004, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750529661617661E9, 0.0, 2025-06-21 20:14:21.617
