%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Not Used, Digital Channel 0 (D11), Digital Channel 1 (D12), Digital Channel 2 (D13), Digital Channel 3 (D17), Not Used, Digital Channel 4 (D18), Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Marker Channel, Timestamp (Formatted)
0.0, -45009.886623607475, -38281.76567337104, -30662.25715425696, -74596.9131108419, -27860.66715248432, -28448.16040374761, -53641.14685549103, -102306.3930638305, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 193.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.5, 128.0, 0.5, 1.750529863291778E9, 0.0, 2025-06-21 20:17:43.291
92.0, -45021.73304816879, -38299.80353114647, -30682.39607601119, -74621.88000939846, -27854.498071014652, -28412.15174343011, -53643.3596781921, -102310.08110166564, -187500.02235174447, -187500.02235174447, -49663.58687443577, -47939.842693786944, -78411.35006086231, -50033.75411436011, -89799.02741897434, -32689.89565252014, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750529863291916E9, 0.0, 2025-06-21 20:17:43.291
0.0, -22360.23811820008, -19001.396775412177, -15099.810373760507, -37088.51779562447, -13719.43369143411, -14304.490602551772, -26547.524517479484, -51053.194827222214, -93750.01117587223, -93750.01117587223, -24844.835680107557, -23983.332393566656, -39215.84507415832, -25032.791499232233, -44897.45734899728, -16359.509987772703, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750529863410525E9, 0.0, 2025-06-21 20:17:43.410
2.0, -44724.656012613304, -38003.53115839138, -30197.050296908656, -74173.59342260283, -27440.275542768904, -28570.290335451406, -53103.56504959644, -102104.17683174335, -187500.02235174447, -187500.02235174447, -49266.01639580922, -47558.83485780178, -77870.21432759933, -49639.64815612414, -89329.41726796834, -32331.597188901567, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750529863417425E9, 0.0, 2025-06-21 20:17:43.417
4.0, -44707.64633508281, -37981.09000695825, -30187.148474114954, -74154.84030900482, -27452.25607779695, -28638.48550778455, -53090.489279090085, -102089.31292168057, -187500.02235174447, -187500.02235174447, -49252.85121832505, -47538.60652906973, -77866.10160661956, -49610.903812754616, -89390.86221347598, -32301.8246652871, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750529863424455E9, 0.0, 2025-06-21 20:17:43.424
6.0, -44729.059306270996, -38005.14048399216, -30215.22226515082, -74189.0608297659, -27471.255060583957, -28585.869501336754, -53096.568953581926, -102106.43435793334, -187500.02235174447, -187500.02235174447, -49260.31670097312, -47550.60941584223, -77867.42035954242, -49629.075780996776, -89357.4910590042, -32319.81781957362, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.75052986343251E9, 0.0, 2025-06-21 20:17:43.432
8.0, -44708.94273626122, -37981.22411742498, -30188.35546831554, -74164.74213179853, -27448.590391706275, -28613.697423183614, -53103.67680831871, -102103.08159626504, -187500.02235174447, -187500.02235174447, -49274.37594823551, -47561.51706713642, -77883.02187717223, -49647.650080639134, -89380.58041102653, -32335.620502903523, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750529863440539E9, 0.0, 2025-06-21 20:17:43.440
10.0, -44711.98257350714, -37991.617678596696, -30199.665451009925, -74181.88591979575, -27428.80909786333, -28603.393268989716, -53097.39596812677, -102112.06699753607, -187500.02235174447, -187500.02235174447, -49248.64909036745, -47538.96415698101, -77860.91600190592, -49608.60158307572, -89382.32384709404, -32302.24934843175, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.75052986344855E9, 0.0, 2025-06-21 20:17:43.448
12.0, -44716.117646231374, -37990.47773962948, -30209.231997636798, -74192.23477747856, -27453.686589442088, -28587.590585659815, -53099.3852733833, -102112.6481428919, -187500.02235174447, -187500.02235174447, -49268.16216327693, -47568.356700939745, -77876.74103698028, -49657.88717959967, -89350.80788741207, -32348.91979085443, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750529863456585E9, 0.0, 2025-06-21 20:17:43.456
14.0, -44695.68815179922, -37978.13957669015, -30190.68004973889, -74168.16194870019, -27444.90235387115, -28616.647853451712, -53079.00048244005, -102077.06416571906, -187500.02235174447, -187500.02235174447, -49253.00768053623, -47552.64342458766, -77872.74007472278, -49628.9640222745, -89410.91172825238, -32320.01898527372, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750529863464602E9, 0.0, 2025-06-21 20:17:43.464
