%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Not Used, Digital Channel 0 (D11), Digital Channel 1 (D12), Digital Channel 2 (D13), Digital Channel 3 (D17), Not Used, Digital Channel 4 (D18), Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Marker Channel, Timestamp (Formatted)
198.0, -43497.92522167268, -38179.662904699195, -29494.959651823003, -71959.42961686011, -27675.997039794573, -27843.83628890947, -52310.48045283323, -99471.11898316372, -187500.02235174447, -187500.02235174447, -47408.31821063974, -46088.31359008713, -77933.67093010795, -48422.95329844395, -87641.79350635929, -31254.3772166225, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750527914097922E9, 0.0, 2025-06-21 19:45:14.097
200.0, -43523.07093418491, -38206.37323932329, -29502.514541448898, -71976.90868102416, -27668.218632724125, -27826.379576489875, -52322.12571169445, -99489.7826897839, -187500.02235174447, -187500.02235174447, -47370.27554157681, -46048.43807797886, -77905.08304894961, -48395.930039397485, -87622.05691600525, -31226.70575698683, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750527914098317E9, 0.0, 2025-06-21 19:45:14.098
0.0, -21732.377616450503, -19029.850546103782, -14640.079693803751, -35848.822992899775, -13652.356106323732, -14081.554303354538, -26057.663685996973, -49634.373144432684, -93750.01117587223, -93750.01117587223, -23705.231989053726, -23046.436672978005, -38963.40447228008, -24220.529105726375, -43805.99931550018, -15636.989848254902, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750527914199957E9, 0.0, 2025-06-21 19:45:14.199
2.0, -43475.95345687312, -38071.8380894468, -29292.497550546832, -71707.36899463761, -27284.238014726405, -28199.34078447113, -52126.45854073269, -99277.17289652502, -187500.02235174447, -187500.02235174447, -47181.51505965174, -45845.39483134685, -77577.00414383461, -48144.115286363995, -87533.38754575104, -30898.40333442728, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750527914207026E9, 0.0, 2025-06-21 19:45:14.207
4.0, -43472.06425333789, -38066.071339377326, -29284.22740509837, -71706.00553822584, -27312.69178541801, -28178.978345272346, -52145.68104096426, -99286.56062919625, -187500.02235174447, -187500.02235174447, -47216.361429257566, -45872.26162818213, -77598.66298421181, -48188.103519452045, -87544.71988018989, -30936.06602383447, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750527914214034E9, 0.0, 2025-06-21 19:45:14.214
6.0, -43482.502517998524, -38075.41436855964, -29299.739515750352, -71713.67218657401, -27308.55671269378, -28207.365060730586, -52145.27870956406, -99284.45956521745, -187500.02235174447, -187500.02235174447, -47193.31678072415, -45857.97886347519, -77585.67662068327, -48162.019033672696, -87535.89094113004, -30914.25072124609, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.75052791422405E9, 0.0, 2025-06-21 19:45:14.224
8.0, -43487.41990177869, -38086.72435125403, -29300.611233784108, -71732.29118970528, -27318.03385234283, -28154.592592071607, -52153.213578845694, -99302.07273984823, -187500.02235174447, -187500.02235174447, -47213.36629550056, -45882.09639574247, -77604.45208602573, -48181.71092053782, -87555.26990357279, -30930.12045980936, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750527914230055E9, 0.0, 2025-06-21 19:45:14.230
10.0, -43482.83779416535, -38081.96342968505, -29292.51990229129, -71711.81699178422, -27308.623767927143, -28191.182397744942, -52135.399238514816, -99295.74719616739, -187500.02235174447, -187500.02235174447, -47208.739484398306, -45877.1790119623, -77592.09157134195, -48185.77893802869, -87537.12028707509, -30931.863895876875, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750527914238088E9, 0.0, 2025-06-21 19:45:14.238
12.0, -43466.23044803506, -38069.46880453453, -29280.80758819671, -71700.84228525666, -27290.20593049597, -28199.519598426774, -52117.763712139575, -99284.90660010655, -187500.02235174447, -187500.02235174447, -47196.82600460363, -45854.76021227363, -77587.28594628406, -48165.08122266307, -87549.14552559204, -30913.78133461253, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750527914246125E9, 0.0, 2025-06-21 19:45:14.246
14.0, -43472.153660315715, -38069.15588011216, -29289.815341212197, -71716.28734067528, -27264.859052283653, -28195.362173958085, -52149.592596243936, -99300.12813808062, -187500.02235174447, -187500.02235174447, -47191.41688244545, -45853.21794190621, -77572.82436762148, -48176.86059199102, -87526.97259509237, -30924.085488806428, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750527914255204E9, 0.0, 2025-06-21 19:45:14.255
