%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Not Used, Digital Channel 0 (D11), Digital Channel 1 (D12), Digital Channel 2 (D13), Digital Channel 3 (D17), Not Used, Digital Channel 4 (D18), Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Marker Channel, Timestamp (Formatted)
54.0, -42918.99268853578, -39497.09707463945, -28258.103520644134, -68636.90985881208, -28302.02469849881, -28100.635480956495, -51643.1914738645, -98507.3564657398, -187500.02235174447, -187500.02235174447, -44236.18098928702, -43251.96662568649, -77355.47600453807, -46593.64182873271, -85190.41063671239, -29723.819163300894, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.75052565301995E9, 0.0, 2025-06-21 19:07:33.019
0.0, -20984.91293012058, -19228.356388611366, -13689.012967230436, -33908.11042882329, -13569.16291346108, -13739.14793004369, -25380.875215634733, -48833.66660281022, -93750.01117587223, -93750.01117587223, -22139.29112425937, -21657.72278996978, -38683.89590786647, -23321.720757689567, -42579.87202165986, -14886.775897356976, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750525653139624E9, 0.0, 2025-06-21 19:07:33.139
2.0, -41929.07863009914, -38423.05105007304, -27361.060960419294, -67783.00616538599, -27118.745698779312, -27496.758401007464, -50722.79134068386, -97635.1913970937, -187500.02235174447, -187500.02235174447, -43443.07404077936, -42469.14147962826, -76415.89807461477, -45698.56622201994, -84258.65581734847, -28845.574420162968, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750525653146659E9, 0.0, 2025-06-21 19:07:33.146
4.0, -41961.265142114775, -38456.71277722273, -27384.731457797465, -67808.7553749985, -27110.140277164017, -27482.229767111516, -50735.84475944576, -97647.97659492215, -187500.02235174447, -187500.02235174447, -43439.07307852186, -42461.11720336881, -76416.45686822616, -45683.14351834578, -84267.57416338613, -28829.883495555343, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750525653154687E9, 0.0, 2025-06-21 19:07:33.154
6.0, -41950.849229198604, -38451.5271725091, -27373.779103014363, -67799.47940104955, -27090.671907743446, -27455.67589469861, -50747.28885260688, -97649.31769958946, -187500.02235174447, -187500.02235174447, -43463.52588695597, -42488.051055437456, -76426.51515323104, -45713.27366987153, -84257.20295395887, -28856.37031273488, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750525653163719E9, 0.0, 2025-06-21 19:07:33.163
8.0, -41934.91243540197, -38438.80902991403, -27357.819957473275, -67777.93231939463, -27116.711690033877, -27504.26858714445, -50725.83117792979, -97632.62094648134, -187500.02235174447, -187500.02235174447, -43432.21109297408, -42456.78096494448, -76412.3888507353, -45668.83840189438, -84254.31957892413, -28818.08177448294, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750525653170712E9, 0.0, 2025-06-21 19:07:33.170
10.0, -41954.716080989376, -38442.00532937114, -27356.41179757259, -67792.9079881797, -27115.951730722398, -27430.84310660876, -50738.102285635745, -97641.02520239654, -187500.02235174447, -187500.02235174447, -43438.15665699919, -42466.369863315806, -76408.07496405541, -45689.93844866019, -84246.60822708705, -28834.37619619086, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750525653178746E9, 0.0, 2025-06-21 19:07:33.178
12.0, -41957.73356649084, -38451.5271725091, -27370.336934368246, -67799.99349117202, -27133.47549837536, -27499.328851619823, -50753.904968965646, -97657.61019678238, -187500.02235174447, -187500.02235174447, -43440.81651458937, -42472.78481397448, -76415.69690891467, -45689.87139342682, -84248.97751199931, -28837.75130960361, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.75052565318677E9, 0.0, 2025-06-21 19:07:33.186
14.0, -41954.09023214463, -38450.40958528633, -27360.949201697018, -67792.32684282385, -27112.04017544272, -27497.42895334112, -50749.792247985875, -97651.57522577945, -187500.02235174447, -187500.02235174447, -43434.13334299724, -42463.55354351444, -76414.24404552509, -45677.91321014323, -84254.49839287977, -28827.223637965162, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750525653194851E9, 0.0, 2025-06-21 19:07:33.194
16.0, -41956.25835135679, -38450.90132366435, -27372.102722180218, -67797.53479928193, -27117.315187134172, -27490.119932904236, -50747.24414911797, -97642.9921559086, -187500.02235174447, -187500.02235174447, -43451.14302052773, -42471.66722675171, -76415.29457751449, -45708.44569306919, -84249.35749165506, -28851.967019077187, 0.0, 0.0, 0.0, 193.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 256.0, 1.0, 1.750525653202842E9, 0.0, 2025-06-21 19:07:33.202
