%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Not Used, Digital Channel 0 (D11), Digital Channel 1 (D12), Digital Channel 2 (D13), Digital Channel 3 (D17), Not Used, Digital Channel 4 (D18), Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Marker Channel, Timestamp (Formatted)
192.0, 21927.485993800878, 18497.499048411733, 48454.648072081574, 33744.67447336608, 41817.7222392228, 184.29013303400674, 7159.867246135145, 3977.671739777534, 0.0, 0.0, 8319.296934520833, -25222.71427186898, 16227.634695486391, 4852.116686358057, -10121.920421352437, -31675.34997169375, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747690946506109E9, 0.0, 2025-05-19 23:42:26.506
0.0, 11352.026325705807, 9479.799506640376, 24237.583486745774, 16899.572837301832, 22128.517583431912, 1189.6045434003524, 4132.994011997463, 3713.1611958934304, 0.0, 0.0, 4168.510933936946, -12601.377082035195, 8121.707513535919, 2433.7026397827435, -5053.6847178560165, -15831.740597693992, 0.056, -0.006, 1.034, 192.0, 0.5, 96.0, 127.5, 104.0, 16.0, 40.0, 0.0, 0.0, 0.0, 1.747690946597006E9, 0.0, 2025-05-19 23:42:26.597
2.0, 22741.089491974057, 19016.350092452776, 48507.442892485014, 33846.50902110446, 44286.36065558918, 2398.297476565537, 8308.433986715554, 7447.020107152475, 0.0, 0.0, 8012.496890127289, -25614.339186470414, 16568.834074596652, 5024.001601219368, -9398.126232400684, -31620.92347394508, 0.056, -0.006, 1.034, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747690946603101E9, 0.0, 2025-05-19 23:42:26.603
4.0, 22711.853410226515, 18972.205397153546, 48487.5945434087, 33825.721898761025, 44273.08371938273, 2414.7930639735537, 8268.111439718181, 7412.08433056883, 0.0, 0.0, 8037.1061607725815, -25587.58414835741, 16600.19357206745, 5046.196883463488, -9384.916351427597, -31596.738886444437, 0.056, -0.006, 1.034, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747690946610039E9, 0.0, 2025-05-19 23:42:26.610
6.0, 22724.705663288318, 18992.321967163323, 48499.463319714465, 33830.683986030104, 44287.858222467694, 2423.9125757113193, 8283.981178281449, 7435.419551780171, 0.0, 0.0, 8011.222840693336, -25613.981558559128, 16571.069249042182, 5013.429226092008, -9416.544069831858, -31625.371471091687, 0.056, -0.006, 1.034, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747690946618058E9, 0.0, 2025-05-19 23:42:26.618
8.0, 22732.59582908104, 18995.741784064983, 48502.324343004744, 33846.01728272644, 44293.20028939251, 2415.664782007311, 8299.158012766602, 7437.18533959214, 0.0, 0.0, 8035.832111338629, -25583.806703544466, 16591.744612663344, 5049.169665476044, -9375.685080967556, -31593.78845617634, 0.058, 0.0, 1.036, 192.0, 0.5, 104.0, 0.0, 0.0, 16.0, 48.0, 0.0, 0.0, 0.0, 1.74769094662616E9, 0.0, 2025-05-19 23:42:26.626
10.0, 22711.49578231523, 18972.71948727602, 48480.821964838746, 33814.59073002228, 44269.10510886969, 2388.7756334275764, 8255.39329712311, 7421.740284173523, 0.0, 0.0, 8018.5542128746765, -25609.712375368166, 16579.674670657478, 5029.924813500025, -9404.228258636984, -31609.792305206338, 0.058, 0.0, 1.036, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747690946635062E9, 0.0, 2025-05-19 23:42:26.635
12.0, 22730.02537846868, 18994.266568930932, 48488.98035156493, 33828.29234937338, 44290.451024824506, 2384.4617467477024, 8290.843163829228, 7428.736380188034, 0.0, 0.0, 8001.544535344188, -25611.500514924588, 16560.698039614923, 5013.250412136365, -9408.966828461507, -31626.801982736826, 0.058, 0.0, 1.036, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747690946642097E9, 0.0, 2025-05-19 23:42:26.642
14.0, 22723.45396559882, 18987.628100827707, 48484.75587186288, 33825.230160383006, 44282.62791426515, 2424.069037922506, 8266.099782717203, 7422.23202255154, 0.0, 0.0, 8039.788370107219, -25597.664785106754, 16594.739746420353, 5046.621566608139, -9382.90469442662, -31594.72722944346, 0.058, 0.0, 1.036, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747690946650137E9, 0.0, 2025-05-19 23:42:26.650
16.0, 22715.966131206293, 18978.687403045584, 48481.581924150225, 33815.17187537812, 44273.866030438665, 2370.46955471868, 8265.988023994925, 7421.270897539962, 0.0, 0.0, 7990.279256138713, -25640.64718969431, 16550.013905765285, 5001.0910631526785, -9427.161148448127, -31636.92732297508, 0.058, 0.0, 1.036, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747690946658159E9, 0.0, 2025-05-19 23:42:26.658
