%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Not Used, Digital Channel 0 (D11), Digital Channel 1 (D12), Digital Channel 2 (D13), Digital Channel 3 (D17), Not Used, Digital Channel 4 (D18), Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Marker Channel, Timestamp (Formatted)
0.0, 22629.10725225297, 18918.136527316157, 48531.493369518925, 33623.37155620713, 44018.38559131451, 2271.339568059393, 7856.0793824290495, 3618.792130803124, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747690448509666E9, 0.0, 2025-05-19 23:34:08.509
0.0, 11325.986543415374, 9404.027092936885, 23844.192784332372, 16440.624468401013, 22450.561517543974, 1670.502325356284, 3774.203810000874, 1627.8104934466473, 0.0, 0.0, 4920.110692991101, -11555.024868848905, 7341.966908212532, 2167.672177275679, -6294.877087459217, -16220.30332330505, 0.03, -0.006, 0.517, 192.0, 0.5, 112.0, 127.5, 80.0, 16.0, 40.0, 0.0, 0.0, 0.0, 1.747690448610237E9, 0.0, 2025-05-19 23:34:08.610
2.0, 22652.688342653317, 18807.62950272912, 47692.721807089074, 32866.16150929469, 44888.56135470407, 3331.2369383855985, 7520.780863854989, 3259.4654869396077, 0.0, 0.0, 8995.370149060505, -23971.240099816336, 14291.884218678979, 3889.9187910459987, -12312.883116350546, -32944.526725355, 0.03, -0.006, 0.517, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747690448617241E9, 0.0, 2025-05-19 23:34:08.617
4.0, 22657.158691544377, 18812.457479531466, 47691.00072276601, 32865.91564010568, 44898.01614260866, 3308.326400318909, 7533.342544238872, 3256.805629349426, 0.0, 0.0, 8982.9202273989, -23983.84648368913, 14265.084477077065, 3861.107392443108, -12326.316514768187, -32970.56650764543, 0.03, -0.006, 0.517, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.74769044862426E9, 0.0, 2025-05-19 23:34:08.624
6.0, 22662.836034636028, 18818.224229600935, 47692.230068711055, 32880.73484667955, 44903.17939557784, 3343.3068803914643, 7529.989782570575, 3257.6102921498173, 0.0, 0.0, 8999.527573529193, -23964.713390435387, 14291.057204134131, 3890.9469712909427, -12305.887020336035, -32943.02915847649, 0.03, -0.006, 0.517, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747690448632456E9, 0.0, 2025-05-19 23:34:08.632
8.0, 22640.506641925174, 18796.498333990377, 47676.986178992534, 32848.36952070827, 44884.180412790825, 3309.9580776641465, 7500.396072911749, 3267.556818432429, 0.0, 0.0, 8979.522762241693, -23983.89118717804, 14269.644232945948, 3861.3756133765714, -12336.53126198426, -32966.92317329922, 0.06, -0.012, 1.036, 192.0, 0.5, 112.0, 127.5, 80.0, 16.0, 48.0, 0.0, 0.0, 0.0, 1.747690448640327E9, 0.0, 2025-05-19 23:34:08.640
10.0, 22645.91576408336, 18799.76168868085, 47683.82581279586, 32868.32962850686, 44902.55354673309, 3318.8317202129033, 7548.117047323829, 3261.365385218309, 0.0, 0.0, 8979.321596541595, -23983.5112075223, 14262.558729953615, 3870.0480902252307, -12315.34180824063, -32964.218612220124, 0.06, -0.012, 1.036, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747690448648365E9, 0.0, 2025-05-19 23:34:08.648
12.0, 22641.06543553656, 18797.548865979777, 47683.75875756249, 32861.28882900343, 44887.466119225755, 3327.8618249728474, 7503.234744457573, 3255.26335898201, 0.0, 0.0, 8985.982416389277, -23983.64531798903, 14278.942558639355, 3883.5708956206913, -12319.633343176049, -32951.12048996931, 0.06, -0.012, 1.036, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.74769044865639E9, 0.0, 2025-05-19 23:34:08.656
14.0, 22648.62032516245, 18805.10375560567, 47692.4088826667, 32863.009913326496, 44895.021008851654, 3298.6927984586714, 7548.362916512838, 3265.0534230534345, 0.0, 0.0, 8979.545113986149, -23985.411105801002, 14261.195273541842, 3866.8964942570324, -12320.862689121092, -32970.4323971787, 0.06, -0.012, 1.036, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747690448664452E9, 0.0, 2025-05-19 23:34:08.664
16.0, 22647.033351306123, 18805.48373526141, 47685.61395235228, 32874.118730320784, 44892.8975931284, 3333.248595386576, 7531.39794247126, 3250.0330507794683, 0.0, 0.0, 8986.831782678579, -23974.749323695818, 14281.602416229536, 3893.67388411449, -12304.411805201986, -32947.164231200724, 0.06, -0.012, 1.036, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747690448672518E9, 0.0, 2025-05-19 23:34:08.672
