%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Not Used, Digital Channel 0 (D11), Digital Channel 1 (D12), Digital Channel 2 (D13), Digital Channel 3 (D17), Not Used, Digital Channel 4 (D18), Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Marker Channel, Timestamp (Formatted)
198.0, 22282.07406783987, 18849.248450904903, 47510.55508977832, 30309.926606407957, 37478.15340496939, 4232.16870214566, 9363.413973261593, 1197.42765395971, 0.0, 0.0, 15294.65053017742, -13610.804213381316, 6909.728873935804, -177.76342365305706, -26692.296766316507, -34050.58044798141, 0.066, 0.0, 1.024, 192.0, 1.0, 8.0, 0.0, 0.0, 16.0, 0.0, 0.0, 0.0, 0.0, 1.747688271990092E9, 0.0, 2025-05-19 22:57:51.990
0.0, 11679.345271509323, 9924.15218641188, 23889.11979068754, 15368.433638624389, 19056.605584216784, 2270.6466639812784, 5211.6444959216715, 825.1593500565708, 0.0, 0.0, 7646.12944676035, -6802.77577671716, 3446.951919430723, -94.10084415684274, -13349.467617209866, -17034.80089125644, 0.061, 0.001, 1.028, 192.0, 0.5, 96.0, 0.0, 8.0, 16.0, 32.0, 0.0, 0.0, 0.0, 1.747688272087649E9, 0.0, 2025-05-19 22:57:52.087
2.0, 23357.32708660687, 19851.61243100315, 47781.81586048793, 30759.554297870913, 38125.59403486181, 4560.180552027292, 10434.755436748916, 1630.7385719702927, 0.0, 0.0, 15335.107187641524, -13794.557904548396, 7696.554982251523, 310.2198612952067, -26604.141486184777, -33727.03894699084, 0.061, 0.001, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747688272093616E9, 0.0, 2025-05-19 22:57:52.093
4.0, 23339.400987553716, 19832.43463426049, 47759.88879917727, 30729.200628900606, 38095.06155193586, 4583.426366260811, 10391.124831572155, 1634.1360371274993, 0.0, 0.0, 15322.70196946883, -13804.370320364276, 7700.622999742389, 296.3617797329163, -26629.197791719176, -33728.827086547266, 0.061, 0.001, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747688272101643E9, 0.0, 2025-05-19 22:57:52.101
6.0, 23363.742037265547, 19850.137215869097, 47783.73811051108, 30745.249181419516, 38120.92252027065, 4514.203013682725, 10447.920614233091, 1646.5412553001947, 0.0, 0.0, 15324.64657123644, -13807.879544243759, 7681.199333810728, 286.7058261282237, -26626.35912017335, -33744.205086732516, 0.061, 0.001, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747688272109629E9, 0.0, 2025-05-19 22:57:52.109
8.0, 23346.978228924065, 19832.412282516038, 47774.26097086203, 30744.243352919028, 38129.37147967476, 4527.725819078186, 10418.438663296542, 1629.2857085806977, 0.0, 0.0, 15336.381237075477, -13802.06809068538, 7704.735720722166, 321.64160271186864, -26602.241587906075, -33714.92430149607, 0.058, 0.0, 1.03, 192.0, 0.5, 104.0, 0.0, 0.0, 16.0, 24.0, 0.0, 0.0, 0.0, 1.747688272117638E9, 0.0, 2025-05-19 22:57:52.117
10.0, 23343.021970155474, 19827.003160357854, 47756.49133402006, 30717.533018294936, 38090.56885130034, 4536.8453308159515, 10433.973125692979, 1648.7987814901808, 0.0, 0.0, 15311.928428641371, -13824.330428162864, 7674.583217451956, 272.04308176554224, -26647.302704727976, -33748.87660132368, 0.058, 0.0, 1.03, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747688272124691E9, 0.0, 2025-05-19 22:57:52.124
12.0, 23354.600173783325, 19836.145023840076, 47782.10643316584, 30751.351207655815, 38146.58232290534, 4564.405031729345, 10430.463901813497, 1643.65788026546, 0.0, 0.0, 15326.010027648215, -13808.192468666133, 7683.56861872299, 304.4531112257375, -26613.50686711155, -33730.45876389251, 0.058, 0.0, 1.03, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747688272133697E9, 0.0, 2025-05-19 22:57:52.133
14.0, 23335.57883925186, 19817.749538153355, 47757.273645076, 30717.08598340583, 38114.529921356436, 4515.588821838954, 10390.275465282853, 1640.1933598748876, 0.0, 0.0, 15318.499841511231, -13823.190489195644, 7687.167249580294, 293.6348669093689, -26626.582637617903, -33732.82804880477, 0.058, 0.0, 1.03, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747688272140728E9, 0.0, 2025-05-19 22:57:52.140
16.0, 23342.23965909954, 19825.05855859024, 47762.81687770091, 30726.36195735478, 38113.50174111149, 4517.5334236065655, 10443.606727553217, 1646.0718686666332, 0.0, 0.0, 15311.45904200781, -13829.270163687488, 7660.680432400755, 277.1616312458076, -26635.143355744287, -33752.00584554742, 0.058, 0.0, 1.03, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.74768827214875E9, 0.0, 2025-05-19 22:57:52.148
