%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Not Used, Digital Channel 0 (D11), Digital Channel 1 (D12), Digital Channel 2 (D13), Digital Channel 3 (D17), Not Used, Digital Channel 4 (D18), Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Marker Channel, Timestamp (Formatted)
218.0, 21413.686444006737, 18563.23552885479, 48603.95772504303, 34328.300872838605, 43190.05229354528, 1120.6047082668197, 8691.922866335257, 8479.15661086519, 0.0, 0.0, 7269.368442221695, -26640.485422669106, 17943.756931275955, 5655.147809403874, -7504.397035169249, -30906.762886853565, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7476915478358E9, 0.0, 2025-05-19 23:52:27.835
0.0, 10973.231312421718, 9310.730911580433, 24111.96668290695, 17204.31652120549, 22448.30399135399, 1559.570617624595, 4030.8912433256205, 4143.0970004912615, 0.0, 0.0, 3628.828064063557, -13323.07020700815, 8965.463514979305, 2814.7104757679076, -3763.452620917871, -15466.311927594177, 0.054, -0.002, 1.036, 192.0, 0.5, 88.0, 127.5, 120.0, 16.0, 48.0, 0.0, 0.0, 0.0, 1.747691547934795E9, 0.0, 2025-05-19 23:52:27.934
2.0, 21944.741540520376, 18622.668817361453, 48223.620441391526, 34416.85848437053, 44904.22992756724, 3129.6018516542736, 8074.4335740129445, 8274.25816944339, 0.0, 0.0, 6645.397144007343, -27194.76398167181, 18471.347507399023, 5744.599490714013, -6744.370668455443, -30773.85941432231, 0.054, -0.002, 1.036, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747691547944817E9, 0.0, 2025-05-19 23:52:27.944
4.0, 21933.498613059357, 18610.554171866675, 48211.21522321883, 34401.12285627399, 44889.008389593175, 3129.9371278211033, 8025.3044397001795, 8261.361212892678, 0.0, 0.0, 6641.239719538656, -27202.67649920899, 18473.85090277802, 5740.844397645521, -6758.4075639733755, -30775.871071323287, 0.054, -0.002, 1.036, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747691547951857E9, 0.0, 2025-05-19 23:52:27.951
6.0, 21940.807633496242, 18617.30439869218, 48217.20549073285, 34403.71565863081, 44902.03945661062, 3114.9614590360475, 8064.330585519146, 8279.600236368207, 0.0, 0.0, 6632.366076989899, -27209.404374290036, 18456.08126593605, 5723.566499181569, -6768.175276300344, -30793.350135487337, 0.054, -0.002, 1.036, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.74769154795788E9, 0.0, 2025-05-19 23:52:27.957
8.0, 21937.276057872303, 18613.63871260151, 48218.61365063354, 34414.8244756251, 44902.06180835507, 3138.587252925307, 8061.044879084216, 8275.196942710512, 0.0, 0.0, 6641.798513150038, -27202.654147464535, 18469.537016098144, 5749.673336705368, -6744.57183415554, -30767.936202041652, 0.064, -0.002, 1.034, 192.0, 1.0, 0.0, 127.5, 120.0, 16.0, 40.0, 0.0, 0.0, 0.0, 1.747691547967908E9, 0.0, 2025-05-19 23:52:27.967
10.0, 21938.572459050712, 18614.465727146355, 48222.65931637995, 34408.56598717761, 44897.59145946401, 3126.0032207969693, 8043.945794575906, 8280.427250913055, 0.0, 0.0, 6638.3116410150105, -27204.844618421153, 18467.748876541722, 5734.429446986848, -6763.324947753543, -30779.536757413956, 0.064, -0.002, 1.034, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747691547973995E9, 0.0, 2025-05-19 23:52:27.973
12.0, 21945.233278898395, 18619.15959348197, 48226.28029898171, 34421.03826058367, 44909.23671832523, 3133.647517400684, 8071.103164089104, 8282.394204425122, 0.0, 0.0, 6645.55360621853, -27197.356784028627, 18470.431085876357, 5748.220473315772, -6741.666107376351, -30769.27730670897, 0.064, -0.002, 1.034, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747691547981027E9, 0.0, 2025-05-19 23:52:27.981
14.0, 21936.29258111627, 18613.14697422349, 48216.266717465725, 34408.05189705514, 44895.55745071858, 3140.5989099262847, 8033.976916548839, 8273.967596765471, 0.0, 0.0, 6640.41270499381, -27202.05065036424, 18476.153132456915, 5745.47120874777, -6754.138380782411, -30766.684504352153, 0.064, -0.002, 1.034, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.747691547990002E9, 0.0, 2025-05-19 23:52:27.990
16.0, 21950.910621990042, 18627.899125563996, 48223.10635126905, 34415.36091749203, 44907.71679970226, 3124.907985318659, 8073.405393768, 8288.384471939144, 0.0, 0.0, 6636.121170058391, -27204.062307365217, 18464.641984062433, 5730.204967284795, -6760.754497141183, -30782.28602198196, 0.064, -0.002, 1.034, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.74769154799906E9, 0.0, 2025-05-19 23:52:27.999
18.0, 21948.54133707778, 18629.44139593141, 48225.52033967023, 34423.60871119603, 44898.19495656431, 3150.0313460864245, 8050.986594079327, 8273.453506642998, 0.0, 0.0, 6652.84027491096, -27189.488969980357, 18485.74203082824, 5753.406078029404, -6742.04608703209, -30759.621353104278, 0.064, -0.002, 1.032, 192.0, 1.0, 0.0, 127.5, 120.0, 16.0, 32.0, 0.0, 0.0, 0.0, 1.747691548006063E9, 0.0, 2025-05-19 23:52:28.006
